p_categories,p_brand,p_day_created,p_sold_quantity,p_original_price,p_discount_rate
84,197,1316.0,1.213747280913232,100000,10
108,122,48.0,-0.39337135649380306,11300000,30
132,145,203.0,-0.23556802474994706,39000,8
4,60,280.0,0.731054736755555,1258200,44
23,140,197.0,-0.12603394742185883,285000,48
108,123,532.0,-0.39213368330365517,29900000,0
38,247,68.0,-0.19905666564058433,450000,42
20,145,455.0,-0.07590818322086929,659000,32
108,123,531.0,-0.3927525198987291,29900000,0
84,198,702.0,0.5596369999200722,135000,46
84,119,944.0,-0.09756746404845736,29000,50
126,260,1405.0,6.23808159631859,54000,17
108,123,531.0,-0.39337135649380306,20400000,15
84,177,564.0,0.2601200879042828,330000,51
104,75,1863.0,-0.3779004416169544,199000,37
9,192,228.0,-0.08642840533712635,67000,0
141,192,1135.0,-0.33148769698640856,59000,0
108,123,531.0,-0.39337135649380306,5900000,15
84,155,1442.0,1.2712990842551088,275000,50
84,33,1605.0,1.1413433992895805,1669000,40
57,65,191.0,-0.3209674748701515,299000,39
7,155,134.0,-0.13345998656274616,730000,51
108,123,532.0,-0.39337135649380306,29800000,10
59,192,435.0,-0.39337135649380306,2500,4
7,155,254.0,0.09241537063924374,605000,52
59,192,309.0,2.5745689534808367,38000,43
108,123,532.0,-0.39337135649380306,68900000,0
101,60,294.0,0.8350192847279777,32400,44
62,117,294.0,0.7242475342097415,62000,0
43,198,477.0,2.2181190747182447,89000,46
94,192,246.0,-0.39337135649380306,90000,0
108,123,170.0,-0.39337135649380306,57900000,25
127,121,254.0,0.25269404876339546,160000,50
141,192,1109.0,0.04167076984318025,13000,0
138,269,541.0,0.3467572112146351,260000,48
43,141,196.0,-0.012786850523326902,75000,48
108,122,48.0,-0.39337135649380306,4900000,20
84,198,971.0,3.427325781492733,190000,43
140,43,897.0,1.8783777840226488,420000,0
84,155,1768.0,12.524842565674797,424000,51
84,155,1702.0,-0.21700292689772874,539000,45
108,122,48.0,-0.39337135649380306,9100000,30
7,155,170.0,-0.1328411499676722,515000,52
84,155,1332.0,-0.17306552864747865,292000,42
118,234,388.0,0.11469348806190575,55000,0
108,122,48.0,-0.39337135649380306,29900000,0
84,198,478.0,1.2063212417723448,199000,40
104,168,375.0,-0.3803757879972502,30000,0
97,96,519.0,-0.09076026150264396,149000,0
7,243,515.0,-0.03258962156569314,300000,53
57,231,1727.0,1.8746647644522052,35000,33
23,140,330.0,-0.18977411671447514,199000,30
38,141,195.0,-0.012786850523326902,425000,39
129,192,874.0,-0.19224946309477092,75372,50
84,291,945.0,2.0070957957980293,130000,33
0,141,196.0,0.1524425203614164,110000,46
84,153,185.0,0.29601261041857163,75000,7
44,155,744.0,2.099302448464047,171000,42
84,155,1699.0,1.697058661665983,545000,46
118,234,279.0,0.7434314686570339,53900,0
141,192,992.0,-0.37728160502188046,45000,0
18,145,996.0,0.8337816115378298,209000,5
141,53,785.0,1.6939644786906134,115000,26
137,192,623.0,-0.37294974885636284,36991,0
37,192,1337.0,-0.38532648075784176,80000,30
84,239,821.0,-0.1947248094750667,900000,25
7,73,492.0,0.14501648122052904,389000,57
7,155,224.0,0.1580120497170819,520000,52
97,297,625.0,2.49350135952615,106000,0
47,181,394.0,1.1141145891063269,560000,39
141,192,996.0,-0.38903950032828544,89000,0
47,145,855.0,0.03795775027273658,69000,13
84,155,1804.0,6.039435049299854,483000,50
84,73,761.0,0.35975277971118796,450000,57
84,155,1804.0,2.5516719994631005,539000,49
20,78,259.0,-0.10251815680904891,500000,42
59,247,68.0,-0.34138908250759165,194000,23
149,192,1378.0,-0.3896583369233594,312798,50
57,192,1337.0,-0.19781899245043644,19000,0
126,260,1047.0,1.5250220882354264,95000,17
84,198,244.0,0.00020871797322594124,78000,49
57,179,201.0,-0.3184921284898557,25000,0
84,192,1104.0,0.08746467787865217,5800,0
106,145,538.0,0.731054736755555,125000,32
7,155,113.0,-0.14893090143959478,1063000,62
22,274,793.0,0.5652065292757377,189000,32
94,205,294.0,-0.2658910179085704,145000,10
74,177,564.0,0.5689195488461813,99000,57
57,158,384.0,-0.1421236988937814,516000,36
38,192,814.0,0.8331627749427559,199999,0
57,192,484.0,-0.35995418035981,6700,0
20,5,933.0,0.36346579928163164,180000,10
151,233,406.0,-0.0004101186218480037,479000,0
0,192,1230.0,-0.3927525198987291,177900,0
126,198,401.0,0.34180651845404353,75000,52
28,195,219.0,-0.1755408750277744,85000,43
59,192,147.0,-0.21328990732728506,148000,40
151,199,2020.0,0.11593116125205365,329000,12
84,192,1529.0,-0.37975695140217625,9000,0
141,291,321.0,-0.11551372530560176,220000,45
84,155,1804.0,2.0627910893546844,439000,50
59,192,310.0,0.8108846575200939,32900,2
84,192,1503.0,0.14254113484023329,60000,0
84,19,105.0,0.08870235106880006,35000,14
84,265,952.0,0.4569101251377973,52000,0
151,298,230.0,-0.32715584082089094,163700,30
15,145,871.0,0.26197659768950465,230000,18
0,140,763.0,0.6376104108993893,285000,48
141,192,996.0,-0.38408880756769387,79999,0
63,198,201.0,0.14687299100575088,100000,46
7,243,435.0,-0.2603214885529049,400000,50
84,155,749.0,-0.3655237097154755,242000,43
21,255,967.0,-0.30735306977852467,344000,24
47,155,1974.0,-0.39337135649380306,419000,0
84,240,2132.0,4.657572932499735,430000,38
54,155,412.0,-0.38656415394798965,800000,44
38,198,499.0,1.0837915959477036,849000,42
124,192,1097.0,-0.3834699709726199,42000,0
97,125,205.0,0.24774335600280392,85000,24
84,2,1818.0,-0.33148769698640856,52000,0
20,13,399.0,0.5020851965781953,380000,40
81,206,1148.0,-0.3525281412189227,75000,15
57,60,502.0,-0.38532648075784176,13500,0
84,198,539.0,0.764471912889548,299000,38
8,192,198.0,-0.38408880756769387,130000,17
7,155,460.0,-0.29683284766226764,506000,47
21,155,229.0,-0.27084171066916196,677000,50
84,198,727.0,3.2033069340759646,299000,37
84,274,674.0,0.5410719020678538,129000,33
84,99,1058.0,0.8962841076402983,200000,36
90,192,660.0,-0.39337135649380306,5989000,0
84,66,44.0,0.11840650763234942,55000,36
81,125,485.0,0.2508375389781736,150000,9
49,162,361.0,-0.3667613829056234,38000,0
18,90,461.0,1.0590381321447457,41000,0
59,192,309.0,0.6468929598254984,89000,2
0,198,60.0,-0.3160167821095599,129000,39
84,182,758.0,0.5330270263318925,1000000,55
138,284,392.0,0.22051454581955032,250000,44
136,155,104.0,-0.33458187996177824,231000,50
37,192,421.0,0.3312862963377865,48990,0
47,192,790.0,-0.3927525198987291,99000,0
97,121,118.0,-0.15945112355585184,50000,50
7,155,133.0,-0.19658131926028855,490000,50
84,77,838.0,-0.15883228696077792,370000,2
47,216,595.0,0.17410180118900448,227000,12
97,192,224.0,-0.360573016954884,17395,0
47,74,517.0,0.39378879244025494,1178000,50
109,179,132.0,-0.2832184425706408,89000,0
26,125,425.0,0.10231675616042686,295000,37
84,192,776.0,-0.37171207566621495,183000,0
7,155,145.0,-0.24361290048590836,489000,51
57,2,1011.0,-0.3333442067716304,69000,61
84,19,105.0,-0.20524503159132376,50000,10
25,192,282.0,-0.36181069014503187,119000,0
38,192,846.0,-0.39337135649380306,255000,0
141,192,1023.0,-0.005360811382439564,119000,0
138,174,632.0,1.4804658533901023,190000,11
84,285,965.0,0.5095112357190826,220000,14
57,192,1010.0,-0.25846497876768304,20897,0
17,155,435.0,2.8790365582572175,2657000,50
68,243,517.0,0.45319710556735365,220000,50
85,49,608.0,-0.045585190062245984,180000,0
101,87,870.0,0.4247306221939522,190000,8
84,192,84.0,-0.38903950032828544,199000,0
87,155,229.0,-0.2553707957923133,1112000,53
84,155,806.0,1.8783777840226488,174000,51
21,240,2129.0,-0.3067342331834507,290000,27
23,198,502.0,0.1221195272027931,145000,41
99,77,838.0,0.4538159421624276,680000,2
47,192,868.0,-0.3927525198987291,66000,0
23,0,285.0,-0.3215863114652254,539000,0
15,145,904.0,0.5095112357190826,229000,9
64,193,778.0,0.4624796544934628,350000,49
84,212,116.0,-0.2343303515597992,898000,10
151,34,362.0,-0.19039295330954908,129000,7
104,168,1216.0,-0.34386442888788743,51700,0
102,216,642.0,0.4247306221939522,35000,0
21,192,784.0,-0.39337135649380306,119000,0
151,233,358.0,0.15677437652693402,350000,0
141,192,868.0,-0.3927525198987291,118000,0
50,155,1701.0,0.0175361426352964,241000,42
141,179,82.0,-0.3184921284898557,79000,0
7,192,218.0,-0.3667613829056234,178000,0
84,173,551.0,0.1320209127239762,155000,0
94,222,966.0,0.11283697827668392,59000,0
84,191,834.0,0.944553362056066,383000,58
84,255,476.0,-0.067863307484908,1229000,36
59,247,68.0,-0.36923672928591916,188000,21
44,269,132.0,-0.3543846510041445,299000,49
81,192,1177.0,-0.2714605472642359,21400,0
97,196,275.0,-0.06043726834402066,53000,9
123,192,435.0,-0.39337135649380306,15900,0
97,179,17.0,-0.38532648075784176,25000,0
144,266,251.0,0.0478591357939197,258000,51
84,192,1090.0,-0.3927525198987291,93488,0
149,192,1108.0,0.3956453022254767,52900,0
84,33,1605.0,1.7440902428916027,869000,37
32,192,1149.0,-0.2603214885529049,198000,61
84,182,1210.0,0.18647853309048337,700000,40
68,155,1699.0,11.940660819924993,495000,50
7,155,167.0,-0.20091317542580617,267000,51
23,269,413.0,-0.17739738481299624,178000,29
144,266,133.0,-0.29311982809182396,138000,51
124,0,315.0,-0.1959624826652146,17000,0
84,155,1820.0,0.35418325035552245,644000,46
139,208,139.0,-0.28507495235586267,195000,24
111,192,374.0,-0.3079719063735986,280000,12
21,240,135.0,-0.3321065335814825,830000,38
101,192,208.0,-0.3432455922928135,55000,0
84,61,721.0,0.14934833738604666,119000,0
47,145,363.0,-0.3791381148071023,129000,0
126,260,1047.0,0.7780863179811748,95000,17
115,158,266.0,-0.2262854758238379,945000,34
7,155,233.0,-0.05672424877357699,579000,51
54,155,1316.0,2.706381148231587,1285000,53
62,217,359.0,-0.09694862745338341,105000,25
140,298,1352.0,-0.08457189555190452,213600,30
84,112,905.0,0.007015920519039335,279000,27
4,60,156.0,-0.23556802474994706,2698200,44
55,192,558.0,-0.39337135649380306,13000,0
118,234,191.0,-0.213908743922359,39000,0
15,145,855.0,-0.16254530653122157,350000,9
59,40,191.0,-0.2838372791657148,185000,0
59,121,287.0,0.7799428277663967,10000,50
84,65,1688.0,2.2193567479083924,544000,29
84,240,908.0,-0.3908960101135073,140000,0
7,73,184.0,-0.3333442067716304,499000,47
84,192,905.0,-0.27084171066916196,163999,0
38,155,33.0,-0.3698555658809931,934000,51
9,199,415.0,0.8808131927634496,66000,33
18,192,1626.0,0.10850512211116631,23999,0
141,192,709.0,-0.35871650716966214,12000,0
104,95,1316.0,0.008253593709187225,49000,0
127,192,541.0,-0.39337135649380306,1059000,0
127,192,540.0,-0.37975695140217625,1592800,0
59,192,723.0,-0.39337135649380306,14000,0
64,193,635.0,1.1178276086767704,125000,45
23,177,559.0,-0.2454694102711302,990000,33
47,145,853.0,0.8455395068442347,89000,19
84,192,1086.0,-0.39337135649380306,58000,0
6,155,98.0,-0.29559517447211975,529000,50
84,76,803.0,-0.24485057367605625,149000,0
128,202,266.0,-0.23247384177457736,200000,38
104,56,392.0,0.08127631192791272,21500,0
120,192,98.0,-0.28878797192630634,25000,0
101,192,226.0,-0.20091317542580617,19000,0
84,58,1009.0,1.1753794120186474,355000,12
87,255,327.0,-0.28755029873615845,1819000,31
84,192,15.0,-0.3048777233982289,9000,0
64,193,657.0,-0.27950542300019715,300000,48
7,34,404.0,0.30034446658408925,148000,7
64,15,58.0,-0.22319129284846817,339000,48
151,192,712.0,-0.36181069014503187,15000,0
84,117,1273.0,9.076066221327702,460000,4
7,155,434.0,-0.38223229778247203,601000,45
87,155,229.0,-0.27826774981004926,945000,52
94,15,100.0,-0.22999849539428158,121000,48
85,163,671.0,0.3715106750175929,49000,8
28,162,322.0,-0.37047440247606706,65000,3
84,192,1204.0,-0.3611918535499579,92793,0
141,192,33.0,-0.3624295267401058,198000,70
84,168,513.0,-0.019594053069140298,93500,0
57,131,821.0,0.13573393229441988,285000,0
151,176,2138.0,0.23289127772102924,125000,14
11,135,680.0,-0.18977411671447514,65000,50
57,192,376.0,-0.3908960101135073,9999,0
84,192,1350.0,-0.3859453173529157,45999,0
68,211,413.0,-0.19163062649969698,349000,29
107,192,205.0,-0.2374245345351689,64500,0
43,192,435.0,0.561493509705294,124950,32
82,100,42.0,-0.3803757879972502,696600,8
84,265,989.0,0.5416907386629277,78000,0
62,89,409.0,-0.10561233978441864,67000,1
84,198,575.0,1.2459267838570771,99000,40
97,162,322.0,-0.32591816763074305,66000,0
6,169,188.0,-0.2510389396267957,45000,16
97,163,757.0,-0.0981863006435313,135000,4
84,125,175.0,-0.14954973803466873,185000,14
141,192,64.0,-0.31787329189478175,178000,39
5,192,1283.0,0.5639688560855898,149000,0
123,192,438.0,-0.09014142490757002,102000,32
113,251,402.0,-0.3005458672327113,359000,36
88,117,64.0,-0.32468049444059516,39000,0
9,199,567.0,0.03857658686781053,180000,56
84,155,803.0,0.00763475711411328,1171000,51
6,263,503.0,-0.1408860257036335,75000,0
0,141,194.0,-0.24113755410561258,99000,40
100,192,653.0,-0.08519073214697846,35000,0
21,192,1113.0,-0.33025002379626067,158000,0
86,93,527.0,0.46990569363435014,4290000,57
47,154,420.0,-0.02640125561495369,270000,11
23,155,799.0,0.5392153922826319,428000,50
68,211,1298.0,1.3919722202945282,299000,10
84,75,806.0,-0.3104472527538944,75000,35
78,192,1324.0,-0.3915148467085812,31136,0
84,212,77.0,-0.3079719063735986,898000,10
20,5,1230.0,1.002105165397943,150000,2
123,192,586.0,-0.38532648075784176,40000,16
101,87,371.0,0.016917306040222454,130000,0
151,150,578.0,-0.3859453173529157,55900,0
50,192,651.0,-0.38099462459232414,11900,0
80,278,537.0,-0.3228239846553733,249000,48
6,169,882.0,0.11345581487175786,99000,11
84,240,2129.0,-0.382851134377546,565000,0
4,117,230.0,-0.06662563429476011,328000,5
84,192,545.0,-0.3723309122612889,14995,0
139,192,196.0,-0.20895805116176744,49900,30
84,298,445.0,0.5695383854412552,201800,30
43,198,62.0,-0.371093239071141,319000,23
84,155,889.0,-0.35190930462384873,1942000,43
84,155,1183.0,-0.35190930462384873,539000,45
84,192,377.0,-0.10066164702382709,17900,5
54,155,1913.0,6.7529536434201125,636000,51
81,112,1168.0,-0.11303837892530598,219000,32
94,277,923.0,0.7230098610195936,114000,9
68,192,400.0,-0.28878797192630634,40000,0
4,192,395.0,-0.39213368330365517,1459000,0
101,192,54.0,-0.34386442888788743,150000,0
84,192,17.0,-0.37171207566621495,39000,15
84,192,699.0,-0.3407702459125177,15000,7
137,277,614.0,0.1759583109742263,196000,0
148,216,726.0,0.020630325610666123,650000,45
78,192,1350.0,-0.3927525198987291,38200,6
64,15,106.0,-0.0870472419322003,339000,48
84,77,1635.0,-0.1959624826652146,250000,28
15,145,861.0,-0.33458187996177824,339000,6
60,192,666.0,-0.38656415394798965,36999,0
118,162,425.0,-0.35190930462384873,102000,0
23,229,243.0,-0.382851134377546,150000,17
37,192,805.0,-0.3395325727223698,349900,0
126,158,357.0,-0.30982841615882045,77000,32
84,192,110.0,0.5002286867929735,2900,0
84,285,944.0,1.5565827545841975,499000,10
107,167,630.0,0.19204806244614886,115000,0
84,291,947.0,2.58447033900202,250000,39
84,173,201.0,-0.34138908250759165,44000,0
54,155,222.0,-0.13841067932333773,430000,51
84,140,761.0,0.381412060538776,19000,21
84,197,1189.0,0.14687299100575088,82000,0
57,192,838.0,-0.16130763334107368,12997,0
43,177,355.0,-0.29311982809182396,390000,67
21,155,204.0,-0.3308688603913346,630000,45
54,120,660.0,1.6871572761448,6700,0
151,298,1002.0,-0.1105630325450102,296900,30
101,192,95.0,-0.36923672928591916,329000,23
104,75,964.0,-0.007836157762735343,50500,0
84,255,669.0,1.943355626505413,479000,44
68,211,472.0,-0.025163582424805802,499000,36
97,291,567.0,0.062092377480620436,60000,46
15,145,377.0,-0.25970265195783093,289000,24
63,119,1008.0,-0.39337135649380306,145000,0
84,192,1300.0,-0.32715584082089094,16400,0
89,192,91.0,-0.22504780263369,492000,15
42,192,637.0,-0.39337135649380306,36000,0
127,117,723.0,2.754650402647355,113000,5
57,0,456.0,-0.2726982204543838,75000,7
47,74,493.0,-0.24051871751053863,338000,50
127,60,156.0,-0.14954973803466873,70200,44
68,155,561.0,0.3535644137604485,263000,50
23,229,243.0,-0.30982841615882045,500000,40
84,155,1104.0,-0.15945112355585184,534000,44
128,202,431.0,-0.24299406389083442,120000,0
59,192,147.0,-0.17615971162284835,58000,42
97,192,653.0,-0.2869314621410845,107500,2
59,177,138.0,-0.37294974885636284,109000,28
68,192,964.0,-0.12912813039722854,39000,2
127,117,523.0,1.3498913318294998,112000,4
63,267,363.0,0.029912874536775297,1099000,49
43,140,763.0,0.3442818648343393,185000,0
84,285,966.0,0.4210176026235085,220000,14
138,252,153.0,-0.32034863827507754,699000,19
84,192,41.0,-0.37418742204651073,718000,0
11,163,730.0,-0.11551372530560176,29000,7
124,0,316.0,-0.3475774484583311,17000,0
84,192,982.0,-0.39027717351843333,95000,0
54,284,394.0,0.1926668990412228,400000,19
84,198,971.0,0.8473960166294566,349000,36
118,179,166.0,-0.32344282125044727,269000,0
48,192,730.0,-0.18915528011940122,78000,50
120,192,415.0,-0.3160167821095599,78000,0
124,192,1017.0,-0.39337135649380306,29000,0
84,192,597.0,-0.3871829905430636,10600,0
54,1,245.0,-0.29311982809182396,590000,0
114,45,737.0,0.19328573563629675,158000,2
118,161,199.0,0.5107489089092305,6500,0
84,192,84.0,-0.2745547302396056,52000,0
84,192,1141.0,1.6803500735989865,40000,0
18,142,511.0,0.8572974021506398,29000,0
81,192,814.0,0.1951422454215186,50000,0
84,217,139.0,-0.1972001558553625,335000,26
120,192,615.0,-0.348815121648479,54000,0
57,192,1546.0,-0.34262675569773954,50000,0
84,153,185.0,0.037338913677662636,125000,5
88,192,128.0,-0.2764112400248274,250000,24
84,182,951.0,0.3127211984855681,1890000,43
21,155,750.0,0.04724029919884576,264000,52
23,269,119.0,-0.3333442067716304,299000,45
101,192,225.0,-0.25722730557753515,225000,0
84,155,435.0,0.1307832395338283,521000,46
97,179,162.0,-0.2553707957923133,49000,0
84,73,1225.0,0.7192968414491501,235000,39
100,291,624.0,0.213088506678663,250000,26
84,192,436.0,-0.39337135649380306,25000,0
63,267,764.0,1.0745090470215943,929000,36
110,242,209.0,-0.3420079191026656,203000,5
23,141,196.0,-0.2621779983381267,225000,38
84,155,803.0,-0.061674941534168554,1248000,51
63,192,127.0,-0.34015140931744375,30000,17
84,151,2093.0,13.845439859562596,799000,46
0,192,1191.0,-0.3871829905430636,25000,0
32,192,64.0,-0.3364383897470001,198000,75
122,162,411.0,-0.3067342331834507,217000,0
150,192,371.0,-0.360573016954884,13500,0
78,80,12.0,-0.37975695140217625,35000,0
4,80,120.0,-0.3407702459125177,800000,27
141,192,670.0,-0.28878797192630634,163999,0
68,179,212.0,-0.2776489132149753,47000,0
15,145,852.0,-0.3333442067716304,329000,0
54,162,387.0,-0.371093239071141,299000,4
84,192,772.0,-0.004123138192291673,149000,20
63,179,264.0,-0.26774752769379223,24000,0
120,192,686.0,-0.11551372530560176,15000,53
68,192,770.0,-0.39027717351843333,68000,0
84,238,982.0,0.14749182760082483,79300,35
142,192,93.0,-0.3525281412189227,470000,0
23,126,119.0,-0.36181069014503187,499000,22
23,177,376.0,-0.20648270478147165,690000,52
84,269,798.0,0.0794198021426909,260000,46
12,135,793.0,-0.043728680277024146,400000,43
22,274,764.0,0.36717881885207526,129000,35
84,155,1975.0,2.4520393076561957,842000,55
84,260,1048.0,0.41235389029247327,68000,43
127,40,287.0,-0.22999849539428158,185000,0
86,93,512.0,0.13820927867471566,570000,44
15,78,523.0,-0.11798907168589753,800000,40
62,267,211.0,-0.25165777622186963,899000,33
112,71,196.0,-0.2894068085213803,42000,4
97,125,457.0,-0.17615971162284835,205000,7
62,192,96.0,-0.2522766128169436,39000,0
84,155,779.0,0.1029355927555008,662000,50
15,129,48.0,-0.37047440247606706,650000,35
38,240,90.0,-0.2553707957923133,450000,39
84,192,869.0,-0.3432455922928135,31000,0
132,5,559.0,-0.20524503159132376,75000,13
84,45,734.0,-0.27826774981004926,199000,11
99,145,271.0,-0.3754250952366586,379000,11
118,234,389.0,0.31334003508064207,39000,0
126,260,1047.0,0.6010990517900264,68000,43
59,40,191.0,-0.23247384177457736,53000,0
64,193,785.0,0.1691511084284129,50000,50
141,16,168.0,-0.36799905609577127,373000,0
52,260,593.0,-0.3395325727223698,13000,0
146,192,208.0,-0.37604393183173257,38000,29
64,121,277.0,0.12335720039294099,130000,48
109,192,988.0,-0.348815121648479,38700,0
47,74,500.0,0.674740606603826,650000,50
20,78,413.0,-0.314779108919412,750000,40
97,127,548.0,0.6871173385053049,30000,40
84,155,803.0,-0.043728680277024146,1043000,51
117,60,638.0,0.20566246753777565,45000,44
84,33,1605.0,1.4841788729605458,2249000,33
87,63,638.0,-0.3754250952366586,1750000,0
84,298,27.0,0.28425471511216666,413400,30
149,192,47.0,-0.3673802195006973,540000,47
97,192,92.0,-0.3593353437647361,25000,46
85,192,833.0,-0.30859074296867256,90000,0
148,192,1367.0,-0.3908960101135073,80000,0
119,192,51.0,-0.3395325727223698,319000,47
141,192,993.0,-0.39337135649380306,148999,0
68,155,560.0,-0.1049935031893447,227000,48
127,121,39.0,-0.3252993310356691,100000,42
15,145,874.0,-0.08147771257653479,238000,8
57,149,828.0,1.9835800051852195,36000,0
118,179,81.0,-0.360573016954884,129000,0
84,65,1269.0,1.3566985343753133,59000,31
59,196,276.0,-0.30982841615882045,70000,30
124,192,796.0,-0.3927525198987291,150000,0
39,192,1608.0,-0.3896583369233594,59000,0
78,192,1343.0,-0.39213368330365517,52999,0
84,155,70.0,0.22175221900969821,697000,47
21,155,749.0,0.13573393229441988,220000,49
97,297,777.0,0.7613777299141783,43000,0
127,60,44.0,-0.34943395824355294,135000,44
0,192,454.0,-0.3908960101135073,520499,0
138,269,303.0,-0.24237522729576047,360000,50
8,156,493.0,-0.21947827327802452,111000,55
44,162,105.0,-0.31663561870463386,329000,50
6,192,348.0,-0.25846497876768304,425000,0
0,198,121.0,-0.32344282125044727,209000,31
127,291,349.0,0.24279266324221235,250000,37
141,192,1173.0,-0.3927525198987291,88000,0
46,192,614.0,-0.2386622077253168,95000,0
122,79,412.0,-0.24856359324649993,115500,0
109,192,1167.0,-0.09447328107308764,39600,0
59,192,586.0,-0.39027717351843333,6890,0
68,155,618.0,0.18771620628063126,568000,49
127,192,167.0,-0.33396304336670435,220000,26
63,267,763.0,1.1933256732757918,690000,13
84,239,1542.0,0.48847079148656847,2300000,23
132,191,141.0,-0.33025002379626067,214000,64
57,192,1189.0,-0.3395325727223698,21400,0
30,255,505.0,-0.24980126643664782,299000,37
84,12,1009.0,2.661206076791189,130000,32
132,0,298.0,0.04538378941362392,30000,2
23,135,730.0,0.13697160548456777,140000,39
21,255,1002.0,-0.3580976705745882,414000,17
12,206,2138.0,1.4656137751083276,159000,14
107,192,218.0,-0.35067163143370084,75000,0
47,5,980.0,0.2434114998372863,150000,18
128,157,442.0,-0.2528954494120175,199000,0
47,74,481.0,-0.15945112355585184,420000,50
93,17,119.0,-0.35500348759921846,169000,30
84,192,867.0,-0.30549655999330283,15199,0
47,5,383.0,-0.36304836333517976,350000,40
84,28,736.0,-0.027020092210027637,170000,0
126,260,1051.0,0.36965416523237105,95000,17
77,192,388.0,-0.30549655999330283,99000,0
151,192,74.0,-0.3580976705745882,299000,0
64,192,817.0,-0.3896583369233594,117000,0
56,192,25.0,-0.3723309122612889,36900,0
37,192,497.0,-0.34262675569773954,36000,17
57,2,922.0,0.23969848026684262,99000,0
28,192,1244.0,-0.38656415394798965,24100,0
94,105,698.0,-0.2689852008839401,66000,21
135,135,590.0,0.018154979230370343,350000,32
126,265,989.0,1.427245906213743,36000,0
85,47,243.0,-0.3525281412189227,120000,0
57,192,1168.0,-0.2603214885529049,18100,0
151,192,1450.0,-0.3500527948386269,32000,0
141,192,937.0,-0.3915148467085812,32899,0
57,192,775.0,-0.3655237097154755,14999,0
97,192,1008.0,-0.3624295267401058,26996,0
126,216,527.0,-0.16130763334107368,60000,32
104,192,1175.0,-0.3667613829056234,18500,2
84,218,1137.0,0.4296813149545437,150000,3
129,173,223.0,-0.348815121648479,169000,0
86,83,308.0,-0.3735685854514368,500000,21
84,240,908.0,-0.39213368330365517,316599,0
57,69,583.0,0.6871173385053049,343500,37
6,262,1206.0,0.8127411673053158,69000,0
68,179,212.0,-0.32468049444059516,38000,0
64,193,788.0,0.5911976662688434,320000,47
84,58,1009.0,0.2972502836087195,210000,24
0,192,225.0,-0.2374245345351689,75000,11
15,145,968.0,-0.1959624826652146,276000,9
84,73,1256.0,0.23907964367176868,375000,14
84,269,133.0,0.955073584172323,360000,49
59,192,536.0,-0.23928104432039074,85900,5
113,106,605.0,-0.2894068085213803,370000,0
137,58,994.0,2.271339021894604,230000,16
84,61,1174.0,0.03115054772692319,119000,0
84,221,842.0,0.16048739609737767,234000,30
151,278,1698.0,-0.040015660706580476,290000,26
57,192,615.0,-0.3407702459125177,45000,0
126,119,929.0,-0.08580956874205241,150000,52
84,192,1190.0,-0.36923672928591916,59000,0
101,192,180.0,-0.3673802195006973,40000,28
142,253,195.0,-0.24485057367605625,850000,32
127,117,452.0,0.3114835252954202,184000,4
63,155,420.0,-0.39027717351843333,572000,44
64,163,679.0,-0.1476932282494469,65000,15
84,61,932.0,0.12521371017816282,119000,0
