p_id,p_name,p_id_shop,p_shop_name,p_brand,p_categories,p_day_created,p_sold_quantity,p_original_price,p_current_price,p_discount_rate
102012944,100g Túi zip chỉ đỏ đủ size ,76045.0,New Sky Shop 18,OEM,"Túi, màng bọc thực phẩm",586.0,13,40000,33800,16
154157961,"Màn Dây Không Cửa FUNU Chống Muỗi Cao Cấp, Vải Màn Mềm, Mịn, Mắt Dày Dặn Chống Muỗi Tuyệt Đối - Hàng Chính Hãng",134154.0,Funu Home,FuNu,Phụ kiện phòng ngủ khác,371.0,663,130000,130000,0
103780888,Ổ cắm có dây - Ổ điện an toàn - Ổ cắm điện đa năng - Ổ cắm điện Lioa ( 4 - 6 - 10 ổ cắm ) dây 5m và 3m Lioa - hàng chính hãng cao cấp,269975.0,Thiết Bị Điện Ánh Tuyết,LiOA,"Ổ cắm, ổn áp, biến áp",578.0,12,55900,55900,0
84746981,"Lọ đựng gia vị, dầu ăn, nước chấm bằng thủy tinh trong suốt kèm muỗng tiện lợi",133753.0,Hy Hy Shop,OEM,"Hũ, lọ đựng gia vị",651.0,20,11900,11900,0
113395638,Thiết bị đo nhiệt độ và độ ẩm Xiaomi - hàng chính hãng,68127.0,Mimall,Xiaomi,"Máy đo  nhiệt độ, độ ẩm",537.0,114,249000,129000,48
58932028,"Phin Cà Phê Message Coffee Phin Màu Anode Cao Cấp, Sang Trọng",58739.0,Message Coffee Official,Message Coffee,"Bình, ly uống cà phê và phụ kiện",882.0,819,99000,88000,11
579962,"Bộ Nồi 5 Đáy Cao Cấp Núm Vàng Sunhouse SH781 Quay Mạ Vàng Cao Cấp (16cm, 20cm, 24cm) - Dùng Cho Mọi Loại Bếp - Hàng Chính Hãng",182530.0,GIADUNG TẤN PHÁT,Sunhouse,Nhà Cửa - Đời Sống,2129.0,17,565000,565000,0
181410158,Bàn Học IGA Bàn Làm Việc Gỗ Decor Phong Cách Gaming Trẻ Trung - GM62,48574.0,IGEA Nội Thất Thông Minh,IGA,Bàn ghế làm việc,230.0,528,328000,312000,5
111511362,Cuộn giấy lau nhà bếp đa năng 220 tờ màu trắng siêu dai có thể giặt được,6351.0,Siêu Thị Linh Kiện,OEM,Nhà Cửa - Đời Sống,545.0,34,14995,14995,0
187642364,"Đèn Cảm Ứng Chuyển Động, Đèn Led Tông Minh Dán Tường Không Dây, Góc Cảm Ứng Rộng, Thích Hợp Cho Mọi Không Gian",11931.0,The Nippon,OEM,Đèn cảm ứng,196.0,298,49900,34900,30
130767592,Ổ cắm Điện Quang ĐQ ESK 5W. SM740SL (4 lỗ 3 chấu dây 5 mét màu Trắng Đỏ),17490.0,Điện Quang Official Store,Điện Quang,Nhà Cửa - Đời Sống,445.0,1556,201800,141000,30
204237148,"Cây lau kính, gạt chùi kính 3 trong 1, cán nhôm độ dài linh hoạt, thu nước trên kính Parroti Shiny SN03",96639.0,Parroti Store,Parroti,Dụng cụ vệ sinh khác,62.0,36,319000,245000,23
176309922,Kệ đa năng Inochi - Tokyo 4 tầng màu Trắng ngọc/ Ghi sữa/Xanh nhạt,282002.0,Quang Bảo Store,Inochi,Root,258.0,36,222300,222300,0
58678597,Hộp Cơm Điện Lock&Lock EJR226IVY (2 Lít),38510.0,JoyMall LocknLock Chính Hãng,LocknLock,Nhà Cửa - Đời Sống,889.0,67,1942000,1099000,43
35905855,"Cây Lau Nhà Pva Lock&Lock ETM481 - PP, 33 x 6 x 132 cm - Màu Trắng",38510.0,JoyMall LocknLock Chính Hãng,LocknLock,Nhà Cửa - Đời Sống,1183.0,67,539000,299000,45
152561356,Giấy nến lót nồi chiên không dầu,167545.0,Kho hàng Hạnh Phạm SG,OEM,Nhà Cửa - Đời Sống,377.0,473,17900,17000,5
787867,Bộ Túi Hộp Cơm Thủy Tinh Chịu Nhiệt 4EA Lock&Lock LLG821BS3 (380ml / Hộp) - Xanh Dương,1.0,Tiki Trading,LocknLock,Hộp đựng thực phẩm,1913.0,11548,636000,309000,51
37730520,Thanh treo quần áo 4 chấu dán tường Hobby 4TV160 chuẩn Inox 304 - kèm keo dán siêu dính,20023.0,Hobby Home Decor,Hobby Home Decor,"Móc treo, kẹp quần áo",1168.0,453,219000,149000,32
54686184,"Bạt Áo Trùm Máy Giặt Cửa Trên, Cửa Ngang Vải Dù Siêu Dày, Chống Thấm Nước, Không Phai Màu - (Giao Màu - Họa Tiết Ngẫu Nhiên)",100919.0,XỐP DÁN TƯỜNG 3D SÀI GÒN,XUDI,Phụ kiện giặt ủi khác,923.0,1804,114000,104000,9
144803060,Lót Ly Bằng Gỗ Kiểu Dáng Đa Dạng (Cái),144136.0,Thế giới pha chế,OEM,"Ly, cốc & phụ kiện ly",400.0,169,40000,40000,0
146384829,"Ghế xoay văn phòng công thái học ergonomic có ngả lưng Premium 02, ghế xoay Gaming cao cấp nhập khẩu",141468.0,ME HOME,OEM,Bàn ghế làm việc,395.0,2,1459000,1459000,0
205327084,"Gel Klenzít Ms giảm mụn trứng cá, đẩy mụn ẩn(15g)",16725.0,Sứa Closet,OEM,Phụ kiện phòng ngủ khác,54.0,80,150000,150000,0
210731955,Cây Lau Trần Nhà Đa Năng Tiện Dụng Hình Tròn Hoa Hướng Dương Dài 150 Cm Xoay Linh Hoạt,226110.0,Gia Dụng Thảo My,OEM,Nhà Cửa - Đời Sống,17.0,35,39000,33000,15
77304729,Set 100 màng bọc thực phẩm túi gấu  Màng bọc thực phẩm PE có chun bọc đồ ăn co giãn tái sử dụng GD435-MangBocTP,111512.0,Samnystore,OEM,Nhà Cửa - Đời Sống,699.0,85,15000,13900,7
88222310,"Khăn trải bàn nhựa PVC không thấm nước, khăn trai bàn có hoạ tiết đẹp phù hợp với mọi nhà",67869.0,Zen,SHOFUKA,Phụ kiện phòng ăn khác,642.0,1441,39000,39000,0
94778000,"Ô Dù che nắng, che mưa, có nút bấm 2 chiều, hàng chất lượng, dễ thương, thiết kế sang trọng và bền bỉ, ô dù có lựa chọn màu sắc, ",100919.0,XỐP DÁN TƯỜNG 3D SÀI GÒN,XUDI,"Áo mưa, ô dù và phụ kiện đi mưa",614.0,920,196000,196000,0
75624900,"Đồng hồ treo tường trang trí đẹp, đồng hồ treo tường kích thước lớn, thiết kế sắc sảo",67869.0,Zen,SHOFUKA,Đồng hồ treo tường,726.0,669,650000,355000,45
188141191,Khăn lau mặt Khăn tắm Sợi bông Mềm mại Thấm nước tốt 34x75cm Màu trơn Nhấn 3 đường viền,,,CHIKIGON,,191.0,0,0,55000,0
14681534,Bộ tua vít sửa chữa đồng hồ điện thoại,20367.0,VI TÍNH NAM TRUNG HẢI,OEM,"Máy vặn vít, tua vít",1350.0,1,38200,36000,6
197899197,Kệ Nhà Tắm Thông Minh ASWEI - Kệ Nhà Tắm Dán Tường Tích Hợp Dụng Cụ Nhả Kem Đánh Răng Tự Động ASWEI 2/3/4 Cốc Và Giá Treo Bàn Chải Đa Năng - Chất Liệu ABS Cao Cấp - Hàng Chính Hãng,305634.0,ASWEI OFFICIAL STORE,Aswei,Kệ nhà tắm,106.0,495,339000,175000,48
3086603,Ruột Gối Ôm Everon ELRG80100 Lite - Trắng (0.8 x 1 m),2207.0,Everon Official Store,Everon,Nhà Cửa - Đời Sống,1635.0,319,250000,180000,28
25051899,Ruột Gối Nằm Có Vỏ Everon Lite - Giao Màu Ngẫu Nhiên,2207.0,Everon Official Store,Everon Lite,Root,1248.0,322,189000,134000,29
62501531,Bộ Chăn Ga Gối Cotton Tici LIDACO - Cam Đất,43482.0,Lidaco Official Store,LIDACO,"Bộ ga, ra, drap",861.0,95,339000,319000,6
53830678,"1 cặp ruột gối hơi cao cấp - Gòn bông nhân tạo an toàn sức khỏe, không chứa chất độc hại - Có khóa kéo dễ dàng thêm bớt gòn bên trong - Êm ái, mềm mịn",2443.0,Shop Ánh Sao,A,Root,973.0,1601,65000,65000,0
80901951,"Kéo Nhật Nội Địa SK5 Siêu Sắc, Kéo Nhà Bếp, Kéo Cắt Gà, Cắt Vịt, Cắt Thịt Các Loại",291266.0,KandK12 Shop,OEM,Kéo các loại,666.0,11,36999,36999,0
137796584,Thảm Lau Chân Nhà Tắm Đa Năng Chất Liệu Chống Trơn Trượt Cao Cấp 4 Lớp Thấm Hút Tốt 40x60cm Loại 1 - Hàng Chính Hãng -( Màu Và Chữ Ngẫu Nhiên),203034.0,Gia Dụng Trí Vũ,MINIIN,Thảm chùi chân,425.0,67,102000,102000,0
178515108,Cây lau nhà tự vắt thông minh SAMONO SCM002 đầu xoay 360 độ linh hoạt lau mọi ngóc ngách - Hàng chính hãng,132898.0,Gia Dụng An Khang,Samono,"Chổi, cây lau nhà",243.0,17,150000,125000,17
71062803,Máy đuổi chuột hiệu quả bằng sóng âm KW313 (sử dụng chíp thông minh AI),59942.0,Vikicare Shop,OEM,Dụng cụ diệt côn trùng khác,805.0,87,349900,349900,0
157567641,Set 100 túi đựng rác tự hủy sinh học M&L TR100,250596.0,ML Official Store,M&L,Túi đựng rác,357.0,135,77000,52000,32
196518627,"Combo 20 Móc Treo Ảnh Gắn Tường, Đinh 3 Chân Treo Tranh, Đồ Trang Trí Decor - Chính Hãng",250309.0,Lilahome,lilahome,"Giá, móc, cây treo",126.0,57,39000,22000,44
197719976,Đất nén hữu cơ dạng viên xơ dừa dinh dưỡng diệt trùng diệt khuẩn kháng bệnh tốt cho cây trồng - rau củ - cây cảnh,232878.0,Tổng Kho Hạt Giống,OEM,Nhà Cửa - Đời Sống,110.0,1444,2900,2900,0
55900887,"Đèn Bàn Học Đọc Sách, Làm Việc (Học Sinh, Sinh Viên, Văn Phòng) LED Chống Cận, Cảm Ứng Nhôm Cao Cấp eLights TD-621",97355.0,Future Store,eLights,Nhà Cửa - Đời Sống,944.0,3151,499000,449000,10
91204885,"Rèm cửa dán 2 lớp Marytexco họa tiết sinh động cho cửa sổ phòng ngủ, ký túc xá, dán tường trang trí decor tự dính, không cần khoan và thanh treo, chất liệu mỏng nhẹ, họa tiết tươi tắn sinh động",42815.0,Marytexco - Home and Living Decor,Marytexco,"Rèm, màn cửa",630.0,946,115000,115000,0
55669191,"Đèn Pixar, Đèn Học Chống Cận Thị, Đèn Đọc Sách, Đèn Làm Việc Để Bàn Chống Chói Mắt Lóa Mắt Bảo Vệ Mắt - Hàng Chính Hãng miDoctor",34473.0,Danido Store,miDoctor,Nhà Cửa - Đời Sống,947.0,4812,250000,151600,39
186619847,"Chậu cây để bàn MONROVIA cho hoa, cây cảnh, ban công, bonsai",165121.0,Monrovia Official,Monrovia,Nhà Cửa - Đời Sống,201.0,84,44000,44000,0
183488628,"Hộp đựng thức ăn cho bé LocknLock LLG510S3 260ml x 3 hộp - Nắp màu cam, silicone màu cam",1.0,Tiki Trading,LocknLock,Hộp đựng thực phẩm,222.0,412,430000,209000,51
73640967,"Miếng lau sơ cua Cây lau nhà Kitimop-C6, S1, S2 ( 33 x 12cm)",158587.0,Kitimop Official Store,Kitimop,Nhà Cửa - Đời Sống,761.0,1252,19000,15000,21
35058677,Vỉ 5 Viên Pin CR1632 ( CR 1632/5BE x 1 Vỉ ) Panasonic Lithium 3 V - Hàng Chính Hãng,1242.0,"Vo Hoang Trading Co.,Ltd",Panasonic,Nhà Cửa - Đời Sống,1189.0,873,82000,82000,0
67910007,"Vỉ 20 nẹp cố định dây điện dán tường, bàn ghế",6351.0,Siêu Thị Linh Kiện,OEM,Khác,838.0,375,12997,12997,0
158462914,"Cây lau kính gạt chùi kính đa năng 2 đầu trong 1 MyJae, cây lau kính cán dài 2 mặt thông minh",190794.0,MyJae Flagship Store,MyJae,Dụng cụ vệ sinh khác,355.0,162,390000,129000,67
186191545,Chảo Decore LocknLock 18cm LDE1186IH - Màu vàng,1.0,Tiki Trading,LocknLock,Chảo các loại,204.0,101,630000,344000,45
81577986,"Hộp Nhựa, Hũ Nhựa Pet Nắp Nhôm Đựng Thực Phẩm, Đồ Khô, Ngũ Côc JIMMEAL 200ml 250ml 500ml 600ml 700ml 800ml 1000ml 1200ml 1500ml",7169.0,BIG WORLD STORE,JIMMEAL,Hộp đựng thực phẩm,660.0,3362,6700,6700,0
52027172,"Phích cắm thông minh Điện Quang Apollo ĐQ SP1.1 01 Wifi (Kiểu 1 lỗ, sử dụng wifi)",17490.0,Điện Quang Official Store,Điện Quang,"Ổ cắm, ổn áp, biến áp",1002.0,457,296900,208000,30
199132576,"[Mua Mùng Nhận Quà] Mùng xếp Thông Minh Chống Muỗi, Côn Trùng 120x190cm, 140x190cm, 160x200cm, 180x200cm",194388.0,Nội Thất Thảm Trải Sàn,OEM,Phụ kiện phòng ngủ khác,95.0,39,329000,254000,23
54682452,Pin vuông 9V Energizer 522 ALKALINE chính hãng ( Mẫu mới ),1242.0,"Vo Hoang Trading Co.,Ltd",Energizer,"Pin tiểu, pin sạc",964.0,623,50500,50500,0
197802127,1 cuộn thiếc hàn Sn63/37 0.8mm dài 1.3 mét,189143.0,Linh Kiện 024,OEM,Root,109.0,226,4000,4000,0
131407951,Bàn làm việc bàn hoc chữ k ,298600.0,GD Tiến Phát,OEM,Root,442.0,0,450000,450000,0
80617683,"Chảo chiên chống dính Tefal Light & Clean 26cm, dùng cho bếp ga và hồng ngoại- Hàng chính hãng",121435.0,Tefal Official Store - Chính hãng,Tefal,Nhà Cửa - Đời Sống,669.0,3776,479000,269000,44
124554405,Ly Giữ Nhiệt Có Tay Cầm Nắp Trượt Chống Tràn Rinfere (710ml),28034.0,Rinfere Official,Rinfere,"Ly, cốc & phụ kiện ly",472.0,595,499000,319000,36
106457363,Túi Giữ Nhiệt Đựng Hộp Cơm 2 Ngăn – Chọn Màu Túi Giữ Nhiệt Đựng Cặp Lồng Cơm– Nhiều Màu – Chống Thấm Nước Chính Hãng miDoctor,34473.0,Danido Store,miDoctor,Phụ kiện nhà bếp khác,567.0,736,60000,32500,46
152351689,Bộ chăn ga gối cotton LIDACO PL1 - Thổ cẩm xanh SP001461,43482.0,Lidaco Official Store,LIDACO,"Bộ ga, ra, drap",377.0,216,289000,219000,24
51473042,Kệ đa năng Tokyo 4 tầng hàng cao cấp,105184.0,Eco Tech,Inochi,Kệ nhà bếp,1008.0,0,145000,145000,0
20103667,Combo Cọ Rửa Dành Cho Ống Hút Inox và Ống Hút Thủy Tinh,5411.0,vinet shop,OEM,Nhà Cửa - Đời Sống,1300.0,107,16400,16400,0
199638326,Tựa Lưng Ghế Văn Phòng Công Thái Học Đệm Tựa Lưng Văn Phòng,285488.0,Office Chill,OEM,"Nội thất phòng học, làm việc khác",91.0,272,492000,419000,15
89473437,Keo chống thấm vá vết nứt tường siêu chắc đa năng - keo trám tường thông minh,294631.0,Bách Hóa 247 online,OEM,Dụng cụ sửa chữa khác,637.0,0,36000,36000,0
75659112,Kệ Sách Tổ Ong IGEA Đa Tầng Convent 234F - GP100,48574.0,IGEA Nội Thất Thông Minh,IGA,"Tủ, kệ sách",723.0,5087,113000,107000,5
127649036,Keo Kẻ Mạch Gạch Chà Ron Gạch Cao Cấp Keo Dán Mạch Gạch Siêu Bám Dính Chống Thấm Nước Dung Tích 180ml,5411.0,vinet shop,	OEM,Khác,456.0,195,75000,70000,7
120481094,"Gối kê cổ chữ U cao su non EMA chống đau mỏi cổ vai gáy cho dân văn phòng, đi du lịch, tàu xe...",18299.0,Gối nêm Hi-Sleep Store,Ema,Gối các loại,493.0,247,338000,169000,50
193152585,Hộp nhựa đựng đồ đa năng có nắp đậy cao cấp nhiều màu Deli - Đựng sách vở đồ cá nhân mỹ phẩm quần áo chăn ga gối đồ chơi cho bé - Nhiều size kích cỡ lớn nhỏ có tay cầm phong cách Nhật Bản đơn giản tiện dụng,113115.0,Deli Official Store,Deli,Tủ,156.0,394,70200,39000,44
107961495,Ly Nhựa 2 Lớp LocknLock 900ml HAP502,1.0,Tiki Trading,LocknLock,"Ly, cốc & phụ kiện ly",561.0,1207,263000,131000,50
178515092,Bộ cây lau nhà cao cấp xoay 360 độ SAMONO SCM003 lau sạch mọi ngóc ngách sàn nhà 2 ngăn chứa lau khô lau ướt thông minh - Hàng chính hãng,284775.0,Samono Official Store,Samono,"Chổi, cây lau nhà",243.0,135,500000,299000,40
46104797,Bình Giữ Nhiệt Holiday Sunset I.d Tumbler Lock&Lock LHC3245 450ml (Không phủ ceramic),38510.0,JoyMall LocknLock Chính Hãng,LocknLock,Nhà Cửa - Đời Sống,1104.0,378,534000,299000,44
135507759,Dây vòi hoa sen tắm nóng lạnh Pimisi bằng inox 304 với đầu dây đồng thau không gỉ phù hợp với mọi sen tắm trong nhà vệ sinh dài 150cm chống xoắn - mạ xi sáng bóng - ống mềm cấp nước và dùng được cho cả vòi xịt nhà vệ sinh phòng tắm | Hàng chính hãng,127298.0,Pimisi,Pimisi,Vòi nước các loại,431.0,243,120000,120000,0
194125008,"Khăn mặt, khăn gội sợi tre MORI xuất Nhật cao cấp 35x75cm",299742.0,Khăn sợi tre Mori,OEM,Khăn,147.0,351,58000,33400,42
83847675,Combo 30 bịch giấy ăn gấu trúc,76796.0,Vietstore24h,OEM,Phụ kiện nhà bếp khác,653.0,172,107500,105800,2
195444509,Bông lau cây lau nhà sợi fiber kỳ diệu maxi MyJae,190794.0,MyJae Flagship Store,MyJae,Khăn,138.0,33,109000,79000,28
54566137,"Miếng lót ly - Tấm lót ly, cốc siêu hút nước bằng đất xốp Diatomite họa tiết, thông điệp dễ thương",65588.0,D and D House,OEM,"Ly, cốc & phụ kiện ly",964.0,427,39000,38400,2
116048764,Kệ sách tổ ong vân gỗ dễ dàng kết hợp với bàn làm việc chính hãng IGA - GP100,48574.0,IGEA Nội Thất Thông Minh,IGA,"Tủ, kệ sách",523.0,2817,112000,107000,4
155794592,"Kệ lò vi sóng đa năng Thép Carbon cao cấp Vando, kệ để đồ nhà bếp siêu chịu lực 300kg sơn tĩnh điện chống bong tróc, kệ nhà bếp ",157549.0,Vando Official Store,VANDO,Kệ nhà bếp,363.0,684,1099000,559000,49
167507252,"Móc Dán Tường INOX 304 Treo Đồ nặng, Treo Thớt, Nồi Niêu Treo Đồ Đa Năng [CHỐNG NƯỚC, CHỐNG RỈ] Dán Mọi Bề Mặt",151652.0,Jodily StarHome HP,Jodily StarHome,"Giá, móc, cây treo",303.0,2427,15000,10000,33
73547953,Lau kính 2 mặt nam châm Kitimop-NC01 làm sạch kính cửa sổ chung cư bể cá an toàn tiện lợi hiệu quả,158587.0,Kitimop Official Store,Kitimop,Dụng cụ vệ sinh khác,763.0,1192,185000,185000,0
127152344,Chổi Cọ Nhà Vệ Sinh Bồn Cầu Toilet Không Dây Đa Năng SENNAI Pin 4000mAh - Hàng Chính Hãng,201836.0,SENNAI FURTURES,SenNai Furniture,Root,459.0,381,205000,153200,25
54476660,"Đèn Bàn Học Đọc Sách, Làm Việc (Học Sinh, Sinh Viên, Văn Phòng) Cao Cấp Kẹp Bàn – 03 Mức Độ Ánh Sáng Vàng Bảo Vệ Mắt Chống Cận Pin 2500 mAh",97355.0,Future Store,eLights,Nhà Cửa - Đời Sống,966.0,1316,220000,189000,14
193433927,Đèn Bàn Học Led Đọc Sách Làm Việc Học Tập Bảo Vệ Mắt Chống Cận - 2 Trục Đèn Chiếu Sáng - Gấp Gọn Tiện Lợi ,37335.0,TRIỀU CƯỜNG TECH OFFICIAL ,TRIỀU CƯƠNG TECH ,Đèn bàn,153.0,118,699000,568000,19
207184660,"Tranh Cát 3D Chuyển Động Tranh Cát Chảy Hình Tròn Làm Quà Tặng Trang Trí Bàn Làm Việc Tinh Tế, Sang Trọng",35488.0,Aquaria,OEM,Nhà Cửa - Đời Sống,41.0,31,718000,718000,0
75411116,"Lót chân ghế, miếng dán chống trầy, chống rung lắc bàn ghế - Hàng chính hãng",152429.0,MOHI,MO hi,Bảo vệ nhà cửa khác,730.0,449,29000,27000,7
164221758,"Túi lưới giặt đồ lót, Túi giặt bảo quản quần áo có khóa kéo và gọng nhựa LYPK31-32",154803.0,Loving Yourself,	OEM,Túi giặt,316.0,74,17000,17000,0
53467695,"Bàn học gấp gọn Thông minh, có khe cắm",101662.0,ShopQuangSon,OEM,Nhà Cửa - Đời Sống,982.0,5,95000,95000,0
146509745,Bộ Hộp Cơm Giữ Nhiệt Văn Phòng Cao Cấp Cắm Điện inox 3 tầng - Chính hãng dododios,248883.0,DoDoDios Official Store,dododios,Hộp đựng thực phẩm,394.0,947,400000,324000,19
54130086,Cây lau nhà tự vắt thông minh đa năng cao cấp Parroti Magic MG01 - Tặng 1 Miếng Lau,96639.0,Parroti Store,Parroti,Nhà Cửa - Đời Sống,971.0,2005,349000,225000,36
192121064,Bộ 2 Thảm Nhà Bếp Siêu Thấm Chống Trượt Dễ Dàng Vệ Sinh,17480.0,Ghế Nam Việt,NAVIVU,Thảm chùi chân,166.0,113,269000,269000,0
75409237,Hoa Mai Giả Trang Trí Tết - Bịch 40 hoa mai giả kèm lá kẽm trang trí tết ,35488.0,Aquaria,OEM,Hoa trang trí,730.0,330,78000,39000,50
140204791,Bộ 24 Quả Châu Bóng Nhũ Kim Tuyến Lấp Lánh Trang Trí Cây Thông Noel Giáng Sinh Giá Rẻ,107004.0,Dolare,OEM,Trang trí nhà cửa khác,415.0,125,78000,78000,0
51005591,Túi Giặt Bảo Vệ Quần Áo - Nhiều Mẫu,107004.0,Dolare,OEM,Túi giặt,1017.0,0,29000,29000,0
98562199,Vĩ 5 VIÊN PIN CMOS CR2032,20367.0,VI TÍNH NAM TRUNG HẢI,OEM,Nhà Cửa - Đời Sống,597.0,10,10600,10600,0
177969021,Bộ Hộp Cơm Giữ Nhiệt 2GOOD Lunch Box HC02 (2000ml) - Kèm Muỗng và Đũa Inox 304,68379.0,2GOOD Official Store,2Good,Hộp đựng thực phẩm,245.0,162,590000,590000,0
74815043,Đồng Hồ Đo Điện Vạn Năng Ampe Kìm + Bút Thử Điện Cảm Ứng Đa Chức Năng CTFAST An Toàn Tiện Dụng,54602.0,HUY HÙNG AFAST,CTFAST,Thiết bị đo lường khác,737.0,948,158000,155600,2
186826373,Tấm lót sàn nhà vệ sinh MHI. Vỉ nhựa lót sàn chống trơn Trải Sàn Nhà Tắm/Vệ Sinh/Nhà Bếp.,290085.0,MHI Store,MHI,Thảm chùi chân,199.0,1461,6500,6500,0
200782721,"Hộp vải đựng quần áo chia ngăn, khay đựng đồ lót, tất vớ,có nắp gấp gọn tiện lợi",254550.0,Shop Áo Trùm Vỏ Bọc Máy Giặt,OEM,Nhà Cửa - Đời Sống,84.0,192,52000,52000,0
41886085,Túi Đựng Ly Giữ Nhiệt Lớn 900ml - Nhiều Hoa Văn,17480.0,Ghế Nam Việt,OEM,Nhà Cửa - Đời Sống,1141.0,3351,40000,40000,0
117353723,Chiếu ngủ văn phòng cao cấp ,160163.0,K KRISHNA,Krishna,Chiếu,511.0,2021,29000,29000,0
69929041,"Móc Treo Quần Áo, Móc Phơi Đồ Trẻ Em Inox Kẹp Chống Rơi, Móc Treo Tất, Vớ, Đồ Lót Nhiều Kiểu Dáng",17480.0,Ghế Nam Việt,OEM,"Móc treo, kẹp quần áo",814.0,951,50000,50000,0
195507521,Bộ 3 Kệ Để Màn Hình SIB DECOR Đa Chức Năng Dễ Dàng Điều Chỉnh Chiều Dài Từ 80 Đến 120cm (Không gồm các đồ trang trí). ,3271.0,SIB Decor,SIB DECOR,Nhà Cửa - Đời Sống,139.0,317,335000,249000,26
94776792,Chuông Gọi Phục Vụ Bàn Trang Trí Nhiều Màu Sắc - Chọn Họa Tiết  - Giao Màu Ngẫu Nhiên,110137.0,Đồ Dùng Gia Đình Max,OEM,Trang trí nhà cửa khác,615.0,72,54000,54000,0
5429807,Bộ 50 cút nối dây điện nhanh CH-2,17480.0,Ghế Nam Việt,OEM,Khác,1546.0,82,50000,50000,0
189492088,"Nhang Sen Thuần Khiết Liên Tâm 29cm 200 cây - Ít khói, dịu nhẹ, 100% Đài sen thiên nhiên",64157.0,Nhang Sen Liên Tâm,Liên Tâm,Nhà Cửa - Đời Sống,185.0,696,125000,118750,5
196336659,RONG BIỂN KẸP HẠT DINH DƯỠNG- Hộp 500gr,74878.0,Gối cột sống TN,OEM,Nội thất khác,128.0,189,250000,189900,24
55580718,"Bộ 3 Nồi Inox 304 Đáy Từ 5 Đáy Nagakawa NAG1352 (16cm, 20cm, 24cm) - Hàng Chính Hãng ",1.0,Tiki Trading,Nagakawa,Nhà Cửa - Đời Sống,951.0,1141,1890000,1080000,43
74296344,Chảo vuông Lock&Lock Handycook LHD1146 14cm,1.0,Tiki Trading,LocknLock,Chảo các loại,750.0,712,264000,128000,52
197070658,"Cây Lau Nhà Tự Vắt Thông Minh Đa Năng VinBuy, Vắt Khô Đến 95%, Chổi Lau Nhà 360 Độ, Sau Sạch Khô Nhanh – Hàng Chính Hãng",109746.0,VinBuy,VinBuy,"Chổi, cây lau nhà",119.0,97,299000,165250,45
182709717,Màn chụp tự bung đỉnh vuông - Mẫu mùng chụp tự bung người lớn chống muỗi gấp gọn,272228.0,Màn Chụp Hoàng Nhân,OEM,Phụ kiện phòng ngủ khác,225.0,220,225000,225000,0
134581992,Bình Giữ Nhiệt Bằng Thép Không Gỉ Lock&Lock Loop Tumbler LHC4154,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,Nhà Cửa - Đời Sống,435.0,847,521000,279000,46
192523772,"Tấm Lót Tủ Lạnh, Tủ Bếp, Tủ Quần Áo Nhựa EVA Dễ Dàng Vệ Sinh (Đủ màu, đủ size)",17480.0,Ghế Nam Việt,NAVIVU,Phụ kiện nhà bếp khác,162.0,223,49000,49000,0
29573914,Lọ Xay Tiêu Elmich-El1157,1.0,Tiki Trading,Elmich,Nhà Cửa - Đời Sống,1225.0,1798,235000,144000,39
92441037,"[LOẠI XỊN - CÓ TẶNG BƠM TAY] Bộ 8 Túi Hút Chân Không Đựng Quần Áo, Chăn Màn CỠ ĐẠI Cao Cấp miDoctor",34473.0,Danido Store,miDoctor,Phụ kiện phòng ngủ,624.0,980,250000,185100,26
134016395,"Chổi cọ toilet thông minh silicon cọ chà vệ sinh sạch mọi ngóc ngách bồn cầu, nhà tắm - Cây chà toilet, chà nhà tắm",107004.0,Dolare,OEM,Nhà Cửa - Đời Sống,436.0,0,25000,25000,0
73467694,"Kệ để lò vi sóng đa năng Inox 304 cao cấp Vando chính hãng kệ để đồ lò nướng chắc chắn, sơn tĩnh điện chống bong tróc, kệ nhà bếp siêu chịu lực 300kg",157549.0,Vando Official Store,VANDO,Kệ nhà bếp,764.0,2372,929000,599000,36
185380271,"Keo Chống Thấm Trong Suốt TAIKOMI -Chống Thấm Gạch Lát Nền,Trần Vết Nứt Mái Nhà, Sàn Nhà Vệ Sinh Triệt Để",83621.0,Đạt Nguyễn Shops Thiết Bị Nhập Khẩu,TAIKOMI,Sơn,209.0,83,203000,192850,5
186693022,"Cây lau nhà Kitimop-Red 38cm tự vắt thông minh không cần thùng, chổi lau nhà xoay 360 độ vắt nhẹ, lau sạch, khô nhanh",158587.0,Kitimop Official Store,Kitimop  Home Tool Cleaning,"Chổi, cây lau nhà",196.0,212,225000,139000,38
118960590,"Bộ 2 Móc Treo Dán Tường Cao Cấp, Móc Treo Đồ Dán Tường - Parroti Handy HD02",96639.0,Parroti Store,Parroti,"Giá, móc, cây treo",503.0,1971,20000,9900,51
71518878,Nồi Decor Lock&Lock LDE1204IH Hai Tay Cầm (20cm) - Màu Navy,1.0,Tiki Trading,LocknLock,Nhà Cửa - Đời Sống,803.0,536,1248000,614000,51
196443544,"Kệ Để Đồ Rửa Chén 3 in1 Tiện Lợi ,Giá Treo Để Đồ Rửa Bát Gắn Bồn - Có Thanh Treo Khăn Tiện Dụng, Có Thể Kéo Dài Tiện Lợi ",192111.0,BHome6868,OEM,Kệ nhà bếp,127.0,86,30000,25000,17
